official_name,official_athlete_url,nickname,division,record,slug_name,profile_name,canonical_athlete_url,profile_division,profile_record,profile_status,profile_source_tag,birthplace,age,height,reach,weight,octagon_debut,alternate_slug_names,official_url_identity_valid,official_url_identity_status,official_url_identity_reason,ufcstats_name,ufcstats_url,ufcstats_resolution,combat_sport,combat_sport_reason,combat_sport_profile_url,coverage_eligible
Gerald Meerschaert,https://www.ufc.com/athlete/gerald-meerschaert,"""GM3""",Middleweight,37-22-0 (W-L-D),gerald meerschaert,Gerald Meerschaert,https://www.ufc.com/athlete/gerald-meerschaert,Middleweight Division,37-22-0 (W-L-D),Active,,"Racine, United States",38,73.00 in,77.50 in,185.60,"Dec. 10, 2016",gerald meerschaert,True,valid,,Gerald Meerschaert,http://ufcstats.com/fighter-details/6ac9bc2953c47345,ufc_fighter_details,mma,ufcstats_profile_match,,True
Giga Chikadze,https://www.ufc.com/athlete/giga-chikadze,"""Ninja""",Featherweight,15-6-0 (W-L-D),giga chikadze,Giga Chikadze,https://www.ufc.com/athlete/giga-chikadze,Featherweight Division,15-6-0 (W-L-D),Active,,"Tbilisi, Georgia",37,72.00 in,74.00 in,146.00,"Sep. 28, 2019",giga chikadze,True,valid,,Giga Chikadze,http://ufcstats.com/fighter-details/9560ff14eb3129f7,ufc_fighter_details,mma,ufcstats_profile_match,,True
Gilbert Urbina,https://www.ufc.com/athlete/gilbert-urbina,"""The RGV Bad Boy""",Middleweight,7-5-0 (W-L-D),gilbert urbina,Gilbert Urbina,https://www.ufc.com/athlete/gilbert-urbina,Middleweight Division,7-5-0 (W-L-D),Active,,United States,30,69.00 in,75.00 in,171.00,"Aug. 28, 2021",gilbert urbina,True,valid,,Gilbert Urbina,http://ufcstats.com/fighter-details/b12fb759e02378de,ufc_fighter_details,mma,ufcstats_profile_match,,True
Gillian Robertson,https://www.ufc.com/athlete/gillian-robertson,"""The Savage""",Women's Strawweight,17-8-0 (W-L-D),gillian robertson,Gillian Robertson,https://www.ufc.com/athlete/gillian-robertson,Women's Strawweight Division,17-8-0 (W-L-D),Active,,"Niagara Falls, Canada",31,65.00 in,63.00 in,116.00,"Dec. 1, 2017",gillian robertson|dzhillian robertson,True,valid,,Gillian Robertson,http://ufcstats.com/fighter-details/38c7f72747f4f712,ufc_fighter_details,mma,ufcstats_profile_match,,True
Gisele Moreira,https://www.ufc.com/athlete/gisele-moreira,"""Gi""",Women's Bantamweight,0-0-0 (W-L-D),gisele moreira,Gisele Moreira,https://www.ufc.com/athlete/gisele-moreira,Women's Bantamweight Division,0-0-0 (W-L-D),Active,,"State of Santa Catarina, Brazil",42,66.00 in,,135.00,"Jul. 21, 2026",gisele moreira,True,valid,,Gisele Moreira,http://ufcstats.com/fighter-details/6a125ba3ec37e27e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Gokhan Saricam,https://www.ufc.com/athlete/gokhan-saricam,,Heavyweight,12-2-0 (W-L-D),gokhan saricam,Gokhan Saricam,https://www.ufc.com/athlete/gokhan-saricam,Heavyweight Division,12-2-0 (W-L-D),Active,,Belgium,35,75.00 in,75.50 in,247.00,"Apr. 18, 2026",gokhan saricam|gokhan saricham,True,valid,,Gokhan Saricam,http://ufcstats.com/fighter-details/1a97a3ef4c758fae,ufc_fighter_details,mma,ufcstats_profile_match,,True
Grant Dawson,https://www.ufc.com/athlete/grant-dawson,"""KGD""",Lightweight,24-3-1 (W-L-D),grant dawson,Grant Dawson,https://www.ufc.com/athlete/grant-dawson,Lightweight Division,24-3-1 (W-L-D),Active,,"Cambria, United States",32,70.00 in,72.00 in,156.00,"Aug. 15, 2017",grant dawson|grant douson,True,valid,,Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Greg Rebello,https://www.ufc.com/athlete/greg-rebello,"""Ribz""",Heavyweight,24-8-0 (W-L-D),greg rebello,Greg Rebello,https://www.ufc.com/athlete/greg-rebello,Heavyweight Division,24-8-0 (W-L-D),Active,,"Wareham, United States",41,72.00 in,73.00 in,248.00,"Jul. 11, 2017",greg rebello,True,valid,,Greg Rebello,http://ufcstats.com/fighter-details/49d78120e0a4f607,ufc_fighter_details,mma,ufcstats_profile_match,,True
Greg Velasco,https://www.ufc.com/athlete/greg-velasco,,Heavyweight,0-1-0 (W-L-D),greg velasco,Greg Velasco,https://www.ufc.com/athlete/greg-velasco,Heavyweight Division,0-1-0 (W-L-D),Active,,,,,,,"Jul. 21, 2026",greg velasco,True,valid,,Greg Velasco,http://ufcstats.com/fighter-details/34a81ebbce32b06b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Gregor Gillespie,https://www.ufc.com/athlete/gregor-gillespie,"""The Gift""",Lightweight,14-1-0 (W-L-D),gregor gillespie,Gregor Gillespie,https://www.ufc.com/athlete/gregor-gillespie,Lightweight Division,14-1-0 (W-L-D),Active,,"Rochester, United States",36,67.00 in,71.00 in,156.00,"Sep. 25, 2016",gregor gillespie|gregor gilespi,True,valid,,Gregor Gillespie,http://ufcstats.com/fighter-details/84ff027394f7e470,ufc_fighter_details,mma,ufcstats_profile_match,,True
Gregory Rodrigues,https://www.ufc.com/athlete/gregory-rodrigues,"""Robocop""",Middleweight,19-6-0 (W-L-D),gregory rodrigues,Gregory Rodrigues,https://www.ufc.com/athlete/gregory-rodrigues,Middleweight Division,19-6-0 (W-L-D),Active,,Brazil,34,75.00 in,75.00 in,185.80,"Jun. 5, 2021",gregory rodrigues,True,valid,,Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,ufc_fighter_details,mma,ufcstats_profile_match,,True
Guilherme Pat,https://www.ufc.com/athlete/guilherme-pat,"""Kong""",Heavyweight,6-1-0 (W-L-D),guilherme pat,Guilherme Pat,https://www.ufc.com/athlete/guilherme-pat,Heavyweight Division,6-1-0 (W-L-D),Active,,"São José dos Campos, Brazil",31,78.00 in,81.00 in,238.00,"Dec. 13, 2025",guilherme pat|gilerme pat,True,valid,,Guilherme Pat,http://ufcstats.com/fighter-details/ba15006c804a8de0,ufc_fighter_details,mma,ufcstats_profile_match,,True
Gunnar Nelson,https://www.ufc.com/athlete/gunnar-nelson,"""Gunni""",Welterweight,19-6-1 (W-L-D),gunnar nelson,Gunnar Nelson,https://www.ufc.com/athlete/gunnar-nelson,Welterweight Division,19-6-1 (W-L-D),Active,,"Akureyri, Iceland",36,71.00 in,72.00 in,170.00,"Sep. 29, 2012",gunnar nelson,True,valid,,Gunnar Nelson,http://ufcstats.com/fighter-details/fd55393021a8c255,ufc_fighter_details,mma,ufcstats_profile_match,,True
Hailey Cowan,https://www.ufc.com/athlete/hailey-cowan,"""All Hail""",Women's Bantamweight,7-5-0 (W-L-D),hailey cowan,Hailey Cowan,https://www.ufc.com/athlete/hailey-cowan,Women's Bantamweight Division,7-5-0 (W-L-D),Active,,"Hewitt, United States",34,68.00 in,67.00 in,136.00,"Feb. 25, 2023",hailey cowan,True,valid,,Hailey Cowan,http://ufcstats.com/fighter-details/3c26c420584d912d,ufc_fighter_details,mma,ufcstats_profile_match,,True
HanSeul Kim,https://www.ufc.com/athlete/hanseul-kim,,Welterweight,1-2-0 (W-L-D),hanseul kim,HanSeul Kim,https://www.ufc.com/athlete/hanseul-kim,Welterweight Division,1-2-0 (W-L-D),,,South Korea,33,,,171.00,"Jun. 10, 2022",hanseul kim|khanseul kim,True,valid,,HanSeul Kim,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,ufc_fighter_details,mma,ufcstats_profile_match,,True
Hannah Goldy,https://www.ufc.com/athlete/hannah-goldy,"""24K""",Women's Flyweight,6-4-0 (W-L-D),hannah goldy,Hannah Goldy,https://www.ufc.com/athlete/hannah-goldy,Women's Flyweight Division,6-4-0 (W-L-D),Active,,"Boston, United States",31,64.00 in,61.00 in,125.00,"Aug. 3, 2019",hannah goldy,True,valid,,Hannah Goldy,http://ufcstats.com/fighter-details/26e3f3928b1891d9,ufc_fighter_details,mma,ufcstats_profile_match,,True
Harrison Garcia,https://www.ufc.com/athlete/harrison-garcia,"""Hitman""",Light Heavyweight,0-0-0 (W-L-D),harrison garcia,Harrison Garcia,https://www.ufc.com/athlete/harrison-garcia,Light Heavyweight Division,,Active,,,,,,,"Jul. 21, 2026",harrison garcia,True,valid,,,,,mma,,,True
Harry Hardwick,https://www.ufc.com/athlete/harry-hardwick,"""Houdini""",Featherweight,13-5-1 (W-L-D),harry hardwick,Harry Hardwick,https://www.ufc.com/athlete/harry-hardwick,Featherweight Division,13-5-1 (W-L-D),Active,,"Middlesbrough, England",31,68.00 in,71.00 in,156.00,"Sep. 6, 2025",harry hardwick,True,valid,,Harry Hardwick,http://ufcstats.com/fighter-details/2dbc60c52de126d8,ufc_fighter_details,mma,ufcstats_profile_match,,True
Hecher Sosa,https://www.ufc.com/athlete/hecher-sosa,"""Guanche Warrior""",Bantamweight,15-1-0 (W-L-D),hecher sosa,Hecher Sosa,https://www.ufc.com/athlete/hecher-sosa,Bantamweight Division,15-1-0 (W-L-D),Active,,"Arrecife, Canary Islands",30,69.00 in,70.00 in,136.00,"Mar. 14, 2026",hecher sosa|khecher sosa,True,valid,,Hecher Sosa,http://ufcstats.com/fighter-details/ec3bd30378d63dd1,ufc_fighter_details,mma,ufcstats_profile_match,,True
Henrique Da Silva Lopes,https://www.ufc.com/athlete/henrique-da-silva-lopes,,Heavyweight,0-0-0 (W-L-D),henrique da silva lopes,Henrique Da Silva Lopes,https://www.ufc.com/athlete/henrique-da-silva-lopes,Heavyweight Division,0-0-0 (W-L-D),Active,,,38,,,,"Jul. 21, 2026",henrique da silva lopes,True,valid,,Henrique Da Silva Lopes,http://ufcstats.com/fighter-details/1f8cd7634e8286ff,ufc_fighter_details,mma,ufcstats_profile_match,,True
Henrique Shiguemoto,https://www.ufc.com/athlete/henrique-shiguemoto,,Middleweight,0-1-0 (W-L-D),henrique shiguemoto,Henrique Shiguemoto,https://www.ufc.com/athlete/henrique-shiguemoto,Middleweight Division,0-1-0 (W-L-D),Active,,,33,,,185.50,"Jul. 21, 2026",henrique shiguemoto,True,valid,,Henrique Shiguemoto,http://ufcstats.com/fighter-details/5d1700cfbaafbe06,ufc_fighter_details,mma,ufcstats_profile_match,,True
Henrique da Silva,https://www.ufc.com/athlete/henrique-da-silva,"""Frankenstein""",Light Heavyweight,12-4-0 (W-L-D),henrique da silva,Henrique da Silva,https://www.ufc.com/athlete/henrique-da-silva,Light Heavyweight Division,12-4-0 (W-L-D),Active,,"Limoeiro, Brazil",33,75.00 in,76.50 in,205.00,"Jul. 21, 2026",henrique da silva,True,valid,,Henrique da Silva,http://ufcstats.com/fighter-details/b0bd0c5425668b8f,ufc_fighter_details,mma,ufcstats_profile_match,,True
Herdem Alacabek,https://www.ufc.com/athlete/herdem-alacabek,,Light Heavyweight,0-0-0 (W-L-D),herdem alacabek,Herdem Alacabek,https://www.ufc.com/athlete/herdem-alacabek,Light Heavyweight Division,0-0-0 (W-L-D),Active,,,32,74.00 in,74.50 in,205.00,"Jul. 21, 2026",herdem alacabek,True,valid,,Herdem Alacabek,http://ufcstats.com/fighter-details/7578cc6bd750206b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Hyder Amil,https://www.ufc.com/athlete/hyder-amil,"""The Hurricane""",Featherweight,11-3-0 (W-L-D),hyder amil,Hyder Amil,https://www.ufc.com/athlete/hyder-amil,Featherweight Division,11-3-0 (W-L-D),Active,,"Cebu City, Philippines",36,69.00 in,70.00 in,145.50,"Feb. 10, 2024",hyder amil,True,valid,,Hyder Amil,http://ufcstats.com/fighter-details/41cc71cbf210e0fe,ufc_fighter_details,mma,ufcstats_profile_match,,True
HyunSung Park,https://www.ufc.com/athlete/hyunsung-park,"""Peace of Mind""",Flyweight,10-2-0 (W-L-D),hyunsung park,HyunSung Park,https://www.ufc.com/athlete/hyunsung-park,Flyweight Division,10-2-0 (W-L-D),Active,,South Korea,29,67.00 in,66.00 in,126.00,"Jun. 10, 2022",hyunsung park,True,valid,,HyunSung Park,http://ufcstats.com/fighter-details/b671bdf981ad527d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ian Heinisch,https://www.ufc.com/athlete/ian-heinisch,"""The Hurricane""",Middleweight,14-5-0 (W-L-D),ian heinisch,Ian Heinisch,https://www.ufc.com/athlete/ian-heinisch,Middleweight Division,14-5-0 (W-L-D),Active,,"Denver, United States",34,71.00 in,72.00 in,185.50,"Nov. 17, 2018",ian heinisch,True,valid,,Ian Heinisch,http://ufcstats.com/fighter-details/2e585c701f72fe55,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ian Machado Garry,https://www.ufc.com/athlete/ian-machado-garry,"""The Future""",Welterweight,17-1-0 (W-L-D),ian machado garry,Ian Machado Garry,https://www.ufc.com/athlete/ian-machado-garry,Welterweight Division,17-1-0 (W-L-D),Active,,"Dublin, Ireland",28,75.00 in,74.50 in,170.00,"Nov. 6, 2021",ian machado garry|ian garry,True,valid,,Ian Machado Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd,ufc_fighter_details,mma,ufcstats_profile_match,,True
Iasmin Lucindo,https://www.ufc.com/athlete/iasmin-lucindo,,Women's Strawweight,18-6-0 (W-L-D),iasmin lucindo,Iasmin Lucindo,https://www.ufc.com/athlete/iasmin-lucindo,Women's Strawweight Division,18-6-0 (W-L-D),Active,,"Fortaleza, Brazil",24,63.00 in,66.00 in,115.00,"Aug. 13, 2022",iasmin lucindo,True,valid,,Iasmin Lucindo,http://ufcstats.com/fighter-details/abcf2cc6efc42031,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ibo Aslan,https://www.ufc.com/athlete/ibo-aslan,"""The Last Ottoman""",Light Heavyweight,14-4-0 (W-L-D),ibo aslan,Ibo Aslan,https://www.ufc.com/athlete/ibo-aslan,Light Heavyweight Division,14-4-0 (W-L-D),Active,,Türkiye,29,75.00 in,77.50 in,205.50,"Mar. 30, 2024",ibo aslan,True,valid,,Ibo Aslan,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ignacio Bahamondes,https://www.ufc.com/athlete/ignacio-bahamondes,"""La Jaula""",Lightweight,17-7-0 (W-L-D),ignacio bahamondes,Ignacio Bahamondes,https://www.ufc.com/athlete/ignacio-bahamondes,Lightweight Division,17-7-0 (W-L-D),Active,,"Santiago Metropolitan Region, Chile",28,75.00 in,75.50 in,155.50,"Apr. 10, 2021",ignacio bahamondes,True,valid,,Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72,ufc_fighter_details,mma,ufcstats_profile_match,,True
Igor Severino,https://www.ufc.com/athlete/igor-severino,,Flyweight,8-1-0 (W-L-D),igor severino,Igor Severino,https://www.ufc.com/athlete/igor-severino,Flyweight Division,8-1-0 (W-L-D),Active,,Brazil,20,67.00 in,69.50 in,125.00,"Mar. 23, 2024",igor severino,True,valid,,Igor Severino,http://ufcstats.com/fighter-details/6ad8e4296f7522d9,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ikram Aliskerov,https://www.ufc.com/athlete/ikram-aliskerov,,Middleweight,18-2-0 (W-L-D),ikram aliskerov,Ikram Aliskerov,https://www.ufc.com/athlete/ikram-aliskerov,Middleweight Division,18-2-0 (W-L-D),Active,,"Makhachkala, Dagestan, Russia",33,72.00 in,76.00 in,185.50,"May. 6, 2023",ikram aliskerov,True,valid,,Ikram Aliskerov,http://ufcstats.com/fighter-details/b07aed698fba8624,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ilia Topuria,https://www.ufc.com/athlete/ilia-topuria,"""El Matador""",Lightweight,17-1-0 (W-L-D),ilia topuria,Ilia Topuria,https://www.ufc.com/athlete/ilia-topuria,Lightweight Division,17-1-0 (W-L-D),Active,#5 PFP,Germany,29,67.00 in,69.00 in,155.00,"Oct. 10, 2020",ilia topuria,True,valid,,Ilia Topuria,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,ufc_fighter_details,mma,ufcstats_profile_match,,True
Imanol Rodriguez,https://www.ufc.com/athlete/imanol-rodriguez,"""Himan""",Flyweight,7-0-0 (W-L-D),imanol rodriguez,Imanol Rodriguez,https://www.ufc.com/athlete/imanol-rodriguez,Flyweight Division,7-0-0 (W-L-D),Active,,"Ensenada, Mexico",26,64.00 in,64.50 in,125.00,"Feb. 28, 2026",imanol rodriguez|imanol rodrigez,True,valid,,Imanol Rodriguez,http://ufcstats.com/fighter-details/6e8349a0a0476d60,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ion Cutelaba,https://www.ufc.com/athlete/ion-cutelaba,"""The Hulk""",Light Heavyweight,20-12-1 (W-L-D),ion cutelaba,Ion Cutelaba,https://www.ufc.com/athlete/ion-cutelaba,Light Heavyweight Division,20-12-1 (W-L-D),Active,,Moldova,32,73.00 in,75.00 in,205.00,"Jun. 19, 2016",ion cutelaba|ion kucelaba,True,valid,,Ion Cutelaba,http://ufcstats.com/fighter-details/cd13728ae1151f46,ufc_fighter_details,mma,ufcstats_profile_match,,True
Isaac Thomson,https://www.ufc.com/athlete/isaac-thomson,,Featherweight,9-3-0 (W-L-D),isaac thomson,Isaac Thomson,https://www.ufc.com/athlete/isaac-thomson,Featherweight Division,9-3-0 (W-L-D),Active,,Australia,23,70.00 in,69.50 in,145.00,"Dec. 13, 2025",isaac thomson,True,valid,,Isaac Thomson,http://ufcstats.com/fighter-details/5d8006587d6a6711,ufc_fighter_details,mma,ufcstats_profile_match,,True
Isis Verbeek,https://www.ufc.com/athlete/isis-verbeek,,Women's Strawweight,0-1-0 (W-L-D),isis verbeek,Isis Verbeek,https://www.ufc.com/athlete/isis-verbeek,Women's Strawweight Division,0-1-0 (W-L-D),Active,,,28,,,,"Jul. 21, 2026",isis verbeek,True,valid,,Isis Verbeek,http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52,ufc_fighter_details,mma,ufcstats_profile_match,,True
Islam Dulatov,https://www.ufc.com/athlete/islam-dulatov,"""The Ripper""",Welterweight,12-1-0 (W-L-D),islam dulatov,Islam Dulatov,https://www.ufc.com/athlete/islam-dulatov,Welterweight Division,12-1-0 (W-L-D),Active,,Russia,27,75.00 in,75.00 in,171.00,"Jul. 19, 2025",islam dulatov,True,valid,,Islam Dulatov,http://ufcstats.com/fighter-details/e803242fb2e41112,ufc_fighter_details,mma,ufcstats_profile_match,,True
Islam Makhachev,https://www.ufc.com/athlete/islam-makhachev,,Welterweight,28-1-0 (W-L-D),islam makhachev,Islam Makhachev,https://www.ufc.com/athlete/islam-makhachev,Welterweight Division,28-1-0 (W-L-D),Active,#1 PFP,"Dagestan Republic, Russia",34,70.00 in,70.50 in,154.50,"May. 23, 2015",islam makhachev,True,valid,,Islam Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ismael Bonfim,https://www.ufc.com/athlete/ismael-bonfim,"""Marreta""",Lightweight,20-6-0 (W-L-D),ismael bonfim,Ismael Bonfim,https://www.ufc.com/athlete/ismael-bonfim,Lightweight Division,20-6-0 (W-L-D),Active,,"Brasilia, Brazil",30,68.00 in,71.50 in,161.00,"Jan. 21, 2023",ismael bonfim|ismael bonfim bonfim,True,valid,,Ismael Bonfim,http://ufcstats.com/fighter-details/eb393afdbe3293d5,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ismail Naurdiev,https://www.ufc.com/athlete/ismail-naurdiev,"""Berzdog""",Middleweight,25-8-0 (W-L-D),ismail naurdiev,Ismail Naurdiev,https://www.ufc.com/athlete/ismail-naurdiev,Middleweight Division,25-8-0 (W-L-D),Active,,"Rabat, Morocco",29,72.00 in,74.00 in,185.00,"Feb. 23, 2019",ismail naurdiev,True,valid,,Ismail Naurdiev,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,ufc_fighter_details,mma,ufcstats_profile_match,,True
Israel Adesanya,https://www.ufc.com/athlete/israel-adesanya,"""The Last Stylebender""",Middleweight,24-6-0 (W-L-D),israel adesanya,Israel Adesanya,https://www.ufc.com/athlete/israel-adesanya,Middleweight Division,24-6-0 (W-L-D),Active,,"Lagos, Nigeria",36,76.00 in,80.00 in,185.00,"Feb. 11, 2018",israel adesanya,True,valid,,Israel Adesanya,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Issa Isakov,https://www.ufc.com/athlete/issa-isakov,,Lightweight,0-0-0 (W-L-D),issa isakov,Issa Isakov,https://www.ufc.com/athlete/issa-isakov,Lightweight Division,,Active,,,,,,,"Jul. 21, 2026",issa isakov,True,valid,,Issa Isakov,http://ufcstats.com/fighter-details/e9095aeb36f2aeb8,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ivan Valenzuela,https://www.ufc.com/athlete/ivan-valenzuela,,Middleweight,0-1-0 (W-L-D),ivan valenzuela,Ivan Valenzuela,https://www.ufc.com/athlete/ivan-valenzuela,Middleweight Division,0-1-0 (W-L-D),Active,Dana White's Contender Series,"Veracruz, Mexico",30,,,186.00,"Jul. 21, 2026",ivan valenzuela,True,valid,,Ivan Valenzuela,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2,ufc_fighter_details,mma,ufcstats_profile_match,,True
Iwo Baraniewski,https://www.ufc.com/athlete/iwo-baraniewski,"""Rudy""",Light Heavyweight,9-0-0 (W-L-D),iwo baraniewski,Iwo Baraniewski,https://www.ufc.com/athlete/iwo-baraniewski,Light Heavyweight Division,9-0-0 (W-L-D),Active,,"Warsaw, Poland",27,72.50 in,73.50 in,206.00,"Dec. 6, 2025",iwo baraniewski,True,valid,,Iwo Baraniewski,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,ufc_fighter_details,mma,ufcstats_profile_match,,True
JJ Aldrich,https://www.ufc.com/athlete/jj-aldrich,,Women's Flyweight,15-7-0 (W-L-D),jj aldrich,JJ Aldrich,https://www.ufc.com/athlete/jj-aldrich,Women's Flyweight Division,15-7-0 (W-L-D),Active,,"Denver, United States",33,65.00 in,67.50 in,126.00,"Dec. 10, 2016",jj aldrich,True,valid,,JJ Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979,ufc_fighter_details,mma,ufcstats_profile_match,,True
JJ Okanovich,https://www.ufc.com/athlete/jj-okanovich,"""The Bosnian Bomber""",Lightweight,0-0-0 (W-L-D),jj okanovich,JJ Okanovich,https://www.ufc.com/athlete/jj-okanovich,Lightweight Division,0-0-0 (W-L-D),Active,,"San Jose, United States",32,,,155.00,"Jul. 21, 2026",jj okanovich,True,valid,,JJ Okanovich,http://ufcstats.com/fighter-details/aa40fe6038db56cb,ufc_fighter_details,mma,ufcstats_profile_match,,True
JP Buys,https://www.ufc.com/athlete/jp-buys,"""Young Savage""",Bantamweight,9-6-0 (W-L-D),jp buys,JP Buys,https://www.ufc.com/athlete/jp-buys,Bantamweight Division,9-6-0 (W-L-D),Active,,"Brakpan, South Africa",27,65.00 in,67.00 in,136.00,"Aug. 22, 2017",jp buys,True,valid,,JP Buys,http://ufcstats.com/fighter-details/0b362247806341e5,ufc_fighter_details,mma,ufcstats_profile_match,,True
Jack Cartwright,https://www.ufc.com/athlete/jack-cartwright,,Bantamweight,0-1-0 (W-L-D),jack cartwright,Jack Cartwright,https://www.ufc.com/athlete/jack-cartwright,Bantamweight Division,0-1-0 (W-L-D),Active,Dana White's Contender Series,"Bolton, United Kingdom",29,,,136.00,"Jul. 21, 2026",jack cartwright,True,valid,,Jack Cartwright,http://ufcstats.com/fighter-details/1f592bfefb0d62a3,ufc_fighter_details,mma,ufcstats_profile_match,,True
